t,phase_idx,label,surface,accX,accY,accZ,gyroX,gyroY,gyroZ,temp
1783535049.285,104,partial_rise,carpet,796,1696,-17428,-873,-1932,5055,640
1783535049.295,104,partial_rise,carpet,912,848,-17660,-1482,-1253,5303,688
1783535049.305,104,partial_rise,carpet,700,928,-17724,-1839,-310,5359,640
1783535049.315,104,partial_rise,carpet,452,896,-17184,-1691,331,5240,656
1783535049.325,104,partial_rise,carpet,424,-228,-16480,-1083,346,4688,672
1783535049.335,104,partial_rise,carpet,832,-1412,-16040,-435,-439,3589,656
1783535049.345,104,partial_rise,carpet,1124,-1424,-16204,-911,-1561,2466,672
1783535049.355,104,partial_rise,carpet,1272,-1892,-16876,-1600,-2278,1347,688
1783535049.365,104,partial_rise,carpet,1352,-512,-17364,-1840,-2090,407,640
1783535049.375,104,partial_rise,carpet,1392,588,-17600,-1294,-1218,-167,656
1783535049.385,104,partial_rise,carpet,1388,1216,-17452,-837,-258,-346,672
1783535049.395,104,partial_rise,carpet,1000,936,-17380,-786,432,-333,624
1783535049.405,104,partial_rise,carpet,636,1152,-17024,-1314,597,-213,672
1783535049.415,104,partial_rise,carpet,364,1024,-16436,-1694,194,-130,656
1783535049.425,104,partial_rise,carpet,300,1472,-16244,-1359,-594,-163,672
1783535049.435,104,partial_rise,carpet,448,1116,-16060,-700,-1447,-255,656
1783535049.445,104,partial_rise,carpet,540,816,-16896,-426,-1943,-304,640
1783535049.455,104,partial_rise,carpet,512,664,-17484,-1024,-1730,-336,656
1783535049.465,104,partial_rise,carpet,648,984,-17720,-1546,-931,-310,672
1783535049.475,104,partial_rise,carpet,676,1176,-17400,-1479,-42,-240,688
1783535049.484,104,partial_rise,carpet,476,1416,-17092,-878,451,-176,672
1783535049.494,104,partial_rise,carpet,252,1148,-16812,-708,369,-88,624
1783535049.504,104,partial_rise,carpet,124,1004,-16496,-989,-190,71,640
1783535049.514,104,partial_rise,carpet,248,540,-16228,-1315,-1032,170,640
1783535049.524,104,partial_rise,carpet,392,772,-16400,-1259,-1667,164,640
1783535049.534,104,partial_rise,carpet,576,632,-17020,-998,-1690,182,656
1783535049.544,104,partial_rise,carpet,692,648,-17644,-873,-1059,143,672
1783535049.554,104,partial_rise,carpet,548,804,-17616,-1197,-221,144,688
1783535049.565,104,partial_rise,carpet,516,960,-17268,-1460,356,204,640
1783535049.575,104,partial_rise,carpet,560,1020,-16604,-1405,323,241,640
1783535049.585,104,partial_rise,carpet,540,1132,-16280,-1111,-183,240,656
1783535049.595,104,partial_rise,carpet,556,820,-16356,-873,-899,259,672
1783535049.605,104,partial_rise,carpet,636,736,-16664,-1002,-1381,239,656
1783535049.615,104,partial_rise,carpet,708,608,-17112,-1281,-1372,268,672
1783535049.625,104,partial_rise,carpet,664,688,-17404,-1403,-869,253,656
1783535049.635,104,partial_rise,carpet,756,828,-17228,-1204,-221,174,672
1783535049.645,104,partial_rise,carpet,836,716,-17044,-1058,163,104,720
1783535049.655,104,partial_rise,carpet,632,752,-16792,-1135,89,32,640
1783535049.665,104,partial_rise,carpet,652,848,-16532,-1331,-275,35,688
1783535049.675,104,partial_rise,carpet,668,776,-16448,-1316,-767,-43,640
1783535049.685,104,partial_rise,carpet,908,664,-16704,-1062,-1129,-174,656
1783535049.695,104,partial_rise,carpet,988,524,-16848,-918,-1244,-225,672
1783535049.705,104,partial_rise,carpet,1072,328,-17296,-1044,-977,-226,656
1783535049.715,104,partial_rise,carpet,860,240,-17516,-1333,-367,-240,640
1783535049.725,104,partial_rise,carpet,740,508,-17152,-1509,137,-294,656
1783535049.735,104,partial_rise,carpet,624,584,-16480,-1394,276,-325,672
1783535049.745,104,partial_rise,carpet,820,328,-16320,-1079,-169,-487,656
1783535049.755,104,partial_rise,carpet,692,-80,-16364,-1006,-736,-804,672
1783535049.765,104,partial_rise,carpet,616,-132,-16972,-1302,-1108,-1296,672
1783535049.774,104,partial_rise,carpet,592,560,-16980,-1590,-1169,-1600,640
1783535049.784,104,partial_rise,carpet,764,1120,-17048,-1513,-932,-1747,656
1783535049.794,104,partial_rise,carpet,804,1616,-17164,-1110,-538,-1646,656
1783535049.804,104,partial_rise,carpet,652,1536,-17260,-866,-93,-1451,672
1783535049.814,104,partial_rise,carpet,376,1100,-17004,-1023,176,-1334,656
1783535049.824,104,partial_rise,carpet,400,904,-16548,-1354,-14,-1362,672
1783535049.834,104,partial_rise,carpet,540,1032,-16396,-1406,-560,-1340,656
1783535049.844,104,partial_rise,carpet,476,1120,-16616,-1102,-1015,-1303,640
1783535049.854,104,partial_rise,carpet,472,1168,-16988,-887,-1193,-1289,624
1783535049.864,104,partial_rise,carpet,720,1060,-17180,-1017,-997,-1260,672
1783535049.874,104,partial_rise,carpet,744,892,-17176,-1180,-641,-1187,656
1783535049.884,104,partial_rise,carpet,716,984,-17076,-1295,-277,-1130,640
1783535049.894,104,partial_rise,carpet,552,1308,-16804,-1257,-51,-1024,656
1783535049.904,104,partial_rise,carpet,576,1364,-16604,-1137,-104,-825,672
1783535049.914,104,partial_rise,carpet,660,1200,-16468,-1026,-462,-612,656
1783535049.924,104,partial_rise,carpet,616,1112,-16556,-1127,-877,-313,672
1783535049.934,104,partial_rise,carpet,564,1108,-16848,-1278,-1096,-71,640
1783535049.944,104,partial_rise,carpet,688,928,-16892,-1306,-1050,156,640
1783535049.954,104,partial_rise,carpet,752,1024,-17116,-1165,-829,258,656
1783535049.965,104,partial_rise,carpet,752,1076,-17188,-1258,-504,432,672
1783535049.975,104,partial_rise,carpet,588,732,-17248,-1304,-213,509,672
1783535049.985,104,partial_rise,carpet,668,948,-16660,-1329,-193,524,624
1783535049.995,104,partial_rise,carpet,556,1044,-16572,-1374,-443,591,672
1783535050.005,104,partial_rise,carpet,444,1100,-16520,-1363,-787,755,656
1783535050.015,104,partial_rise,carpet,520,1220,-16648,-1313,-1042,954,672
1783535050.025,104,partial_rise,carpet,584,1352,-16964,-1260,-1074,1177,656
1783535050.035,104,partial_rise,carpet,584,1096,-17352,-1299,-925,1287,672
1783535050.045,104,partial_rise,carpet,720,1012,-16860,-1325,-675,1374,656
1783535050.055,104,partial_rise,carpet,608,836,-17012,-1382,-461,1382,672
1783535050.065,104,partial_rise,carpet,624,676,-16804,-1404,-381,1411,656
1783535050.075,104,partial_rise,carpet,692,680,-16580,-1466,-515,1341,672
1783535050.085,104,partial_rise,carpet,720,548,-16632,-1448,-757,1200,688
1783535050.095,104,partial_rise,carpet,792,664,-16640,-1375,-959,1005,672
1783535050.105,104,partial_rise,carpet,792,304,-16972,-1395,-1050,821,656
1783535050.115,104,partial_rise,carpet,916,300,-17104,-1446,-907,590,672
1783535050.125,104,partial_rise,carpet,940,-44,-17068,-1541,-684,313,624
1783535050.135,104,partial_rise,carpet,792,-144,-17304,-1569,-412,-37,672
1783535050.145,104,partial_rise,carpet,784,412,-16936,-1769,-277,-278,624
1783535050.155,104,partial_rise,carpet,776,912,-16828,-1855,-451,-412,672
1783535050.165,104,partial_rise,carpet,544,1348,-16652,-1603,-658,-443,656
1783535050.175,104,partial_rise,carpet,536,1036,-16840,-1106,-725,-510,640
1783535050.185,104,partial_rise,carpet,600,992,-16988,-1025,-749,-559,640
1783535050.195,104,partial_rise,carpet,568,860,-17012,-1434,-775,-680,656
1783535050.205,104,partial_rise,carpet,712,704,-16796,-1667,-745,-862,672
1783535050.215,104,partial_rise,carpet,1008,936,-16852,-1422,-781,-999,656
1783535050.225,104,partial_rise,carpet,1152,1204,-16848,-1159,-916,-933,640
1783535050.235,104,partial_rise,carpet,708,1644,-16848,-1192,-962,-502,656
1783535050.245,104,partial_rise,carpet,-44,1484,-17596,-1446,-301,221,704
1783535050.255,104,partial_rise,carpet,-380,1732,-17396,-1769,496,597,656
1783535050.265,104,partial_rise,carpet,-104,2216,-16488,-2081,492,763,672
1783535050.275,104,partial_rise,carpet,284,1792,-15808,-1532,-357,629,656
1783535050.285,104,partial_rise,carpet,504,1112,-15768,-562,-1460,488,640
1783535050.294,104,partial_rise,carpet,664,720,-16836,-319,-2130,551,656
1783535050.304,104,partial_rise,carpet,736,884,-17624,-1395,-1931,761,640
1783535050.314,104,partial_rise,carpet,776,1772,-17844,-2219,-1019,1201,656
1783535050.324,104,partial_rise,carpet,668,2372,-17452,-1929,44,1828,672
1783535050.334,104,partial_rise,carpet,688,2144,-16884,-890,597,2354,688
1783535050.344,104,partial_rise,carpet,420,1856,-16660,-706,381,2865,640
1783535050.354,104,partial_rise,carpet,352,1092,-16200,-1426,-388,3234,640
1783535050.364,104,partial_rise,carpet,588,316,-16292,-1870,-1336,3248,656
1783535050.374,104,partial_rise,carpet,1132,-124,-16376,-1595,-2016,2677,672
1783535050.384,104,partial_rise,carpet,1060,-48,-17228,-818,-1980,2058,656
1783535050.395,104,partial_rise,carpet,860,324,-17724,-887,-1179,1733,640
1783535050.405,104,partial_rise,carpet,912,336,-17752,-1538,-173,1572,656
1783535050.415,104,partial_rise,carpet,876,600,-17348,-2142,412,1414,672
1783535050.425,104,partial_rise,carpet,636,808,-16604,-1763,383,1275,688
1783535050.435,104,partial_rise,carpet,472,1172,-16204,-1046,-214,1178,640
1783535050.445,104,partial_rise,carpet,476,1000,-16116,-815,-1031,1124,640
1783535050.455,104,partial_rise,carpet,432,680,-16740,-1177,-1617,1036,640
1783535050.465,104,partial_rise,carpet,616,1008,-16840,-1592,-1732,957,656
1783535050.475,104,partial_rise,carpet,780,1412,-17048,-1523,-1348,990,672
1783535050.485,104,partial_rise,carpet,604,1664,-17348,-1104,-627,1135,656
1783535050.495,104,partial_rise,carpet,624,1444,-17240,-873,-19,1280,672
1783535050.505,104,partial_rise,carpet,616,1116,-16808,-1127,114,1323,672
1783535050.515,104,partial_rise,carpet,504,964,-16556,-1455,-186,1334,656
1783535050.525,104,partial_rise,carpet,412,988,-16292,-1349,-764,1196,640
1783535050.535,104,partial_rise,carpet,700,852,-16312,-887,-1273,827,624
1783535050.545,104,partial_rise,carpet,732,720,-16820,-598,-1556,499,672
1783535050.555,104,partial_rise,carpet,668,596,-17364,-775,-1250,241,656
1783535050.565,104,partial_rise,carpet,608,864,-17252,-1176,-657,16,640
1783535050.575,104,partial_rise,carpet,556,1284,-17236,-1306,-25,-40,688
1783535050.585,104,partial_rise,carpet,604,1096,-16892,-1007,211,-100,704
1783535050.595,104,partial_rise,carpet,472,868,-16528,-592,-6,-245,688
1783535050.605,104,partial_rise,carpet,496,744,-16552,-602,-554,-292,640
1783535050.615,104,partial_rise,carpet,460,808,-16632,-944,-1110,-288,624
1783535050.625,104,partial_rise,carpet,632,944,-17040,-1217,-1326,-281,672
1783535050.635,104,partial_rise,carpet,772,908,-17008,-952,-1144,-246,624
1783535050.644,104,partial_rise,carpet,964,852,-17128,-656,-744,-244,672
1783535050.654,104,partial_rise,carpet,832,552,-17324,-709,-253,-235,688
1783535050.664,104,partial_rise,carpet,776,628,-17112,-1163,2,-252,672
1783535050.674,104,partial_rise,carpet,688,840,-16788,-1465,-95,-231,656
1783535050.684,104,partial_rise,carpet,512,1080,-16432,-1271,-440,-135,672
1783535050.694,104,partial_rise,carpet,548,1036,-16432,-878,-802,-65,640
1783535050.704,104,partial_rise,carpet,676,820,-16704,-765,-1078,53,624
1783535050.714,104,partial_rise,carpet,780,644,-17060,-1052,-1162,154,640
1783535050.724,104,partial_rise,carpet,596,1024,-17348,-1475,-850,352,656
1783535050.734,104,partial_rise,carpet,476,1260,-17044,-1629,-326,504,672
1783535050.744,104,partial_rise,carpet,564,1108,-17008,-1188,40,558,624
1783535050.754,104,partial_rise,carpet,588,808,-16488,-786,-44,488,640
1783535050.764,104,partial_rise,carpet,516,588,-16620,-994,-430,458,656
1783535050.774,104,partial_rise,carpet,532,608,-16688,-1545,-901,387,672
1783535050.785,104,partial_rise,carpet,472,992,-16788,-1657,-1141,348,624
1783535050.795,104,partial_rise,carpet,584,1136,-16916,-1281,-1101,278,672
1783535050.805,104,partial_rise,carpet,820,1144,-17008,-853,-866,309,656
1783535050.815,104,partial_rise,carpet,768,1016,-17220,-998,-547,340,640
1783535050.825,104,partial_rise,carpet,672,792,-17192,-1485,-260,407,688
1783535050.835,104,partial_rise,carpet,576,964,-16832,-1713,-195,438,672
1783535050.845,104,partial_rise,carpet,728,1040,-16512,-1441,-366,439,656
1783535050.855,104,partial_rise,carpet,660,884,-16668,-1032,-656,321,672
1783535050.865,104,partial_rise,carpet,648,564,-16668,-941,-965,175,672
1783535050.875,104,partial_rise,carpet,776,352,-16900,-1196,-1075,20,672
1783535050.885,104,partial_rise,carpet,676,648,-17068,-1542,-927,-87,656
1783535050.895,104,partial_rise,carpet,824,780,-17044,-1555,-609,-198,640
1783535050.905,104,partial_rise,carpet,800,876,-17088,-1119,-336,-371,688
1783535050.915,104,partial_rise,carpet,696,820,-16860,-958,-220,-422,672
1783535050.925,104,partial_rise,carpet,708,536,-16816,-1160,-334,-587,688
1783535050.935,104,partial_rise,carpet,712,576,-16652,-1413,-642,-737,704
1783535050.945,104,partial_rise,carpet,632,844,-16660,-1404,-880,-828,672
1783535050.955,104,partial_rise,carpet,632,1148,-16816,-1237,-913,-848,656
1783535050.965,104,partial_rise,carpet,500,1224,-17092,-1039,-756,-788,672
1783535050.975,104,partial_rise,carpet,632,956,-17020,-1069,-509,-752,656
1783535050.985,104,partial_rise,carpet,792,664,-17056,-1184,-318,-781,640
1783535050.995,104,partial_rise,carpet,640,856,-17024,-1374,-347,-808,688
1783535051.005,104,partial_rise,carpet,608,1128,-16860,-1371,-481,-712,704
1783535051.015,104,partial_rise,carpet,432,1364,-16620,-1260,-641,-586,688
1783535051.025,104,partial_rise,carpet,468,1168,-16816,-1056,-773,-429,672
1783535051.035,105,seated_still,carpet,572,1144,-17068,-1099,-828,-257,656
1783535051.046,105,seated_still,carpet,564,884,-17032,-1250,-762,-154,672
1783535051.056,105,seated_still,carpet,588,992,-17000,-1353,-593,-119,624
1783535051.067,105,seated_still,carpet,508,1100,-16880,-1294,-443,-132,704
1783535051.077,105,seated_still,carpet,584,848,-16868,-1153,-413,-160,688
1783535051.087,105,seated_still,carpet,512,932,-16740,-1118,-519,-236,672
1783535051.098,105,seated_still,carpet,576,720,-16704,-1179,-691,-325,656
1783535051.108,105,seated_still,carpet,536,756,-16764,-1260,-790,-398,672
1783535051.119,105,seated_still,carpet,712,856,-16916,-1216,-781,-519,656
1783535051.129,105,seated_still,carpet,788,836,-16896,-1151,-692,-678,672
1783535051.139,105,seated_still,carpet,776,676,-17104,-1098,-582,-801,656
1783535051.148,105,seated_still,carpet,624,884,-17132,-1146,-442,-850,672
1783535051.158,105,seated_still,carpet,588,928,-16964,-1279,-299,-895,624
1783535051.167,105,seated_still,carpet,612,792,-16836,-1266,-326,-934,640
1783535051.177,105,seated_still,carpet,636,812,-16612,-1104,-526,-1034,656
1783535051.186,105,seated_still,carpet,756,672,-16740,-973,-785,-1175,672
1783535051.196,105,seated_still,carpet,624,744,-16968,-1057,-859,-1256,672
1783535051.205,105,seated_still,carpet,624,532,-17016,-1203,-730,-1364,672
1783535051.215,105,seated_still,carpet,632,640,-17056,-1185,-491,-1493,688
1783535051.225,105,seated_still,carpet,660,1088,-17004,-1150,-315,-1524,672
1783535051.235,105,seated_still,carpet,556,1364,-16852,-1141,-222,-1446,688
1783535051.245,105,seated_still,carpet,524,1084,-16620,-1164,-355,-1383,640
1783535051.255,105,seated_still,carpet,608,916,-16840,-1034,-525,-1344,672
1783535051.265,105,seated_still,carpet,580,1120,-16868,-1124,-744,-1269,656
1783535051.275,105,seated_still,carpet,540,1044,-16944,-1181,-839,-1150,672
1783535051.285,105,seated_still,carpet,540,1104,-16896,-1154,-706,-1068,656
1783535051.295,105,seated_still,carpet,584,1012,-16960,-1083,-534,-985,672
1783535051.305,105,seated_still,carpet,500,1152,-17000,-1120,-405,-898,656
1783535051.315,105,seated_still,carpet,412,1296,-16960,-1247,-343,-725,672
1783535051.325,105,seated_still,carpet,420,1320,-16736,-1358,-357,-512,656
1783535051.335,105,seated_still,carpet,452,1208,-16616,-1232,-541,-346,672
1783535051.345,105,seated_still,carpet,484,1208,-16772,-1055,-725,-213,656
1783535051.355,105,seated_still,carpet,528,932,-17044,-1021,-845,-136,640
1783535051.365,105,seated_still,carpet,540,896,-17028,-1206,-821,-108,624
1783535051.375,105,seated_still,carpet,588,960,-17112,-1338,-681,-83,672
1783535051.385,105,seated_still,carpet,668,1020,-17024,-1338,-515,-109,656
1783535051.395,105,seated_still,carpet,492,1044,-16812,-1178,-418,-72,672
1783535051.405,105,seated_still,carpet,572,976,-16700,-1098,-431,-92,656
1783535051.415,105,seated_still,carpet,532,988,-16820,-1192,-535,-63,672
1783535051.425,105,seated_still,carpet,656,1012,-16792,-1309,-653,-62,624
1783535051.435,105,seated_still,carpet,632,1016,-16816,-1297,-770,-29,672
1783535051.445,105,seated_still,carpet,552,992,-16932,-1164,-758,-10,672
1783535051.455,105,seated_still,carpet,672,964,-16780,-1072,-702,8,672
1783535051.465,105,seated_still,carpet,628,844,-17060,-1155,-591,0,656
1783535051.475,105,seated_still,carpet,656,804,-16980,-1287,-502,5,640
1783535051.485,105,seated_still,carpet,672,936,-17000,-1342,-483,1,688
1783535051.494,105,seated_still,carpet,564,1068,-16856,-1225,-555,19,672
1783535051.504,105,seated_still,carpet,580,948,-16828,-1083,-630,48,640
1783535051.514,105,seated_still,carpet,648,836,-16836,-1107,-688,56,656
1783535051.524,105,seated_still,carpet,620,924,-17000,-1212,-732,60,704
1783535051.534,105,seated_still,carpet,624,1056,-16844,-1325,-687,69,656
1783535051.544,105,seated_still,carpet,588,884,-16912,-1269,-621,61,672
1783535051.554,105,seated_still,carpet,564,976,-16888,-1143,-522,78,688
1783535051.565,105,seated_still,carpet,596,976,-16848,-1119,-493,65,672
1783535051.575,105,seated_still,carpet,564,920,-16872,-1175,-550,100,656
1783535051.585,105,seated_still,carpet,528,816,-16780,-1303,-641,90,640
1783535051.595,105,seated_still,carpet,556,944,-16940,-1280,-691,128,656
1783535051.605,105,seated_still,carpet,588,1004,-16820,-1189,-711,120,672
1783535051.615,105,seated_still,carpet,588,944,-16840,-1125,-674,139,688
1783535051.625,105,seated_still,carpet,564,840,-17052,-1164,-622,121,640
1783535051.635,105,seated_still,carpet,628,808,-16852,-1248,-559,106,656
1783535051.645,105,seated_still,carpet,652,876,-16832,-1298,-585,114,640
1783535051.655,105,seated_still,carpet,604,1004,-16896,-1243,-597,119,624
1783535051.665,105,seated_still,carpet,632,936,-16800,-1138,-643,103,640
1783535051.675,105,seated_still,carpet,652,896,-16860,-1160,-690,104,656
1783535051.685,105,seated_still,carpet,560,840,-16876,-1240,-698,78,672
1783535051.695,105,seated_still,carpet,512,780,-17032,-1317,-687,125,640
1783535051.705,105,seated_still,carpet,612,1052,-16976,-1365,-608,136,656
1783535051.715,105,seated_still,carpet,568,1040,-16972,-1313,-566,166,640
1783535051.725,105,seated_still,carpet,640,1048,-16792,-1144,-548,191,656
1783535051.735,105,seated_still,carpet,752,876,-16820,-1050,-610,167,672
1783535051.745,105,seated_still,carpet,580,796,-16888,-1112,-643,100,656
1783535051.755,105,seated_still,carpet,588,836,-16928,-1305,-721,63,672
1783535051.765,105,seated_still,carpet,644,964,-16948,-1314,-674,27,656
1783535051.775,105,seated_still,carpet,608,1076,-16800,-1208,-624,28,672
1783535051.785,105,seated_still,carpet,684,1020,-16836,-1087,-551,-7,656
1783535051.795,105,seated_still,carpet,580,780,-16964,-1062,-558,-39,640
1783535051.805,105,seated_still,carpet,520,708,-16836,-1198,-568,-98,656
1783535051.815,105,seated_still,carpet,576,872,-16796,-1304,-623,-141,672
1783535051.825,105,seated_still,carpet,604,916,-16804,-1288,-660,-140,656
1783535051.835,105,seated_still,carpet,584,948,-16856,-1129,-684,-151,608
1783535051.845,105,seated_still,carpet,556,988,-16872,-1055,-636,-162,656
1783535051.855,105,seated_still,carpet,640,912,-16844,-1116,-624,-169,640
1783535051.865,105,seated_still,carpet,620,752,-17084,-1266,-556,-168,640
1783535051.875,105,seated_still,carpet,620,896,-16840,-1281,-518,-182,656
1783535051.885,105,seated_still,carpet,464,920,-16756,-1211,-500,-176,640
1783535051.895,105,seated_still,carpet,496,908,-16732,-1110,-564,-139,656
1783535051.905,105,seated_still,carpet,488,888,-16736,-1118,-649,-126,640
1783535051.915,105,seated_still,carpet,548,968,-16960,-1222,-675,-99,656
1783535051.925,105,seated_still,carpet,636,956,-16848,-1304,-676,-83,672
1783535051.935,105,seated_still,carpet,604,1072,-16880,-1274,-649,-47,688
1783535051.945,105,seated_still,carpet,636,976,-17004,-1159,-600,-33,640
1783535051.955,105,seated_still,carpet,684,908,-16944,-1136,-542,15,688
1783535051.965,105,seated_still,carpet,580,924,-16892,-1206,-522,28,672
1783535051.975,105,seated_still,carpet,612,856,-16864,-1293,-576,59,656
1783535051.985,105,seated_still,carpet,636,956,-16724,-1290,-618,36,640
1783535051.995,105,seated_still,carpet,604,1020,-16788,-1221,-652,70,656
1783535052.005,105,seated_still,carpet,700,916,-16800,-1172,-665,66,672
1783535052.015,105,seated_still,carpet,652,908,-16856,-1207,-644,52,656
1783535052.025,105,seated_still,carpet,620,920,-16892,-1300,-609,83,672
1783535052.035,105,seated_still,carpet,632,992,-16812,-1343,-595,80,672
1783535052.045,105,seated_still,carpet,524,952,-16868,-1232,-532,64,640
1783535052.055,105,seated_still,carpet,628,860,-16828,-1123,-560,69,656
1783535052.065,105,seated_still,carpet,576,892,-16820,-1130,-603,43,672
1783535052.075,105,seated_still,carpet,484,860,-16852,-1219,-680,27,688
1783535052.085,105,seated_still,carpet,468,880,-16928,-1279,-725,64,640
1783535052.095,105,seated_still,carpet,612,996,-16880,-1258,-733,28,656
1783535052.105,105,seated_still,carpet,676,976,-16996,-1148,-639,46,640
1783535052.115,105,seated_still,carpet,620,856,-16960,-1141,-597,53,640
1783535052.125,105,seated_still,carpet,580,960,-16884,-1206,-560,63,672
1783535052.135,105,seated_still,carpet,584,844,-16904,-1274,-549,63,640
1783535052.145,105,seated_still,carpet,616,948,-16896,-1283,-592,61,656
1783535052.155,105,seated_still,carpet,604,900,-16732,-1208,-628,68,672
1783535052.165,105,seated_still,carpet,648,940,-16884,-1139,-621,68,656
1783535052.175,105,seated_still,carpet,524,924,-16856,-1162,-615,55,672
1783535052.185,105,seated_still,carpet,528,868,-17112,-1245,-607,55,656
1783535052.195,105,seated_still,carpet,680,1024,-16880,-1301,-577,59,672
1783535052.205,105,seated_still,carpet,572,960,-16892,-1235,-591,75,656
1783535052.215,105,seated_still,carpet,556,1004,-16832,-1147,-599,70,672
1783535052.225,105,seated_still,carpet,588,1000,-16792,-1149,-622,82,688
1783535052.235,105,seated_still,carpet,608,880,-16984,-1209,-661,81,672
1783535052.245,105,seated_still,carpet,612,888,-16844,-1266,-672,80,656
1783535052.255,105,seated_still,carpet,720,888,-16904,-1220,-620,80,640
1783535052.265,105,seated_still,carpet,660,960,-16912,-1189,-592,86,688
1783535052.275,105,seated_still,carpet,584,872,-16824,-1163,-541,78,672
1783535052.285,105,seated_still,carpet,576,936,-16896,-1243,-545,95,672
1783535052.295,105,seated_still,carpet,628,916,-16848,-1267,-571,82,672
1783535052.304,105,seated_still,carpet,568,948,-16748,-1266,-657,73,656
1783535052.314,105,seated_still,carpet,668,844,-16864,-1197,-685,61,640
1783535052.324,105,seated_still,carpet,568,964,-16904,-1165,-690,88,656
1783535052.334,105,seated_still,carpet,648,996,-16876,-1206,-638,83,640
1783535052.344,105,seated_still,carpet,644,936,-17060,-1249,-621,69,656
1783535052.355,105,seated_still,carpet,660,964,-16904,-1245,-583,63,624
1783535052.365,105,seated_still,carpet,588,996,-16824,-1205,-569,74,640
1783535052.375,105,seated_still,carpet,596,1012,-16860,-1203,-569,74,656
1783535052.385,105,seated_still,carpet,608,992,-16848,-1182,-621,79,640
1783535052.395,105,seated_still,carpet,580,976,-17004,-1225,-631,83,656
1783535052.405,105,seated_still,carpet,564,900,-16892,-1233,-667,50,640
1783535052.415,105,seated_still,carpet,532,988,-16872,-1225,-646,68,688
1783535052.425,105,seated_still,carpet,600,864,-16812,-1176,-629,56,672
1783535052.435,105,seated_still,carpet,636,908,-17028,-1190,-598,50,656
1783535052.445,105,seated_still,carpet,628,896,-16808,-1230,-610,44,672
1783535052.455,105,seated_still,carpet,660,912,-16880,-1267,-603,47,656
1783535052.465,105,seated_still,carpet,588,960,-16836,-1231,-595,69,672
1783535052.475,105,seated_still,carpet,632,904,-16800,-1195,-604,63,688
1783535052.485,105,seated_still,carpet,512,864,-16724,-1190,-613,67,672
1783535052.495,105,seated_still,carpet,544,932,-16988,-1204,-641,59,688
1783535052.505,105,seated_still,carpet,568,996,-16896,-1238,-631,70,672
1783535052.515,105,seated_still,carpet,592,964,-16844,-1246,-635,51,656
1783535052.525,105,seated_still,carpet,716,948,-16840,-1184,-620,49,672
1783535052.535,105,seated_still,carpet,652,940,-16988,-1166,-612,66,640
1783535052.545,105,seated_still,carpet,636,916,-16884,-1193,-610,55,672
1783535052.555,105,seated_still,carpet,720,996,-17144,-1230,-617,72,672
1783535052.565,105,seated_still,carpet,592,932,-16852,-1259,-634,74,656
1783535052.575,105,seated_still,carpet,688,892,-16776,-1217,-637,73,672
1783535052.585,105,seated_still,carpet,620,848,-16940,-1154,-656,57,656
1783535052.595,105,seated_still,carpet,580,828,-16844,-1175,-639,69,672
1783535052.605,105,seated_still,carpet,568,904,-17000,-1219,-624,59,656
1783535052.615,105,seated_still,carpet,656,1008,-16892,-1246,-617,64,672
1783535052.625,105,seated_still,carpet,568,996,-16932,-1222,-587,77,656
1783535052.635,105,seated_still,carpet,652,976,-16868,-1129,-618,64,672
1783535052.645,105,seated_still,carpet,664,992,-16804,-1174,-646,82,656
1783535052.655,105,seated_still,carpet,628,948,-16900,-1246,-630,88,672
1783535052.665,105,seated_still,carpet,620,988,-16768,-1279,-640,104,624
1783535052.675,105,seated_still,carpet,676,956,-16772,-1192,-642,70,672
1783535052.684,105,seated_still,carpet,616,820,-16844,-1136,-612,77,656
1783535052.694,105,seated_still,carpet,544,924,-16880,-1172,-611,88,640
1783535052.704,105,seated_still,carpet,596,964,-16856,-1234,-620,67,656
1783535052.714,105,seated_still,carpet,644,976,-16848,-1284,-607,87,640
1783535052.724,105,seated_still,carpet,588,1072,-16960,-1238,-603,85,656
1783535052.734,105,seated_still,carpet,536,924,-16928,-1180,-617,109,672
1783535052.744,105,seated_still,carpet,516,932,-16896,-1190,-595,102,688
1783535052.754,105,seated_still,carpet,584,900,-16828,-1225,-614,136,640
1783535052.764,105,seated_still,carpet,576,824,-16824,-1254,-631,121,624
1783535052.775,105,seated_still,carpet,504,988,-16936,-1248,-639,123,640
1783535052.785,105,seated_still,carpet,512,940,-16876,-1193,-648,122,704
1783535052.795,105,seated_still,carpet,620,832,-16828,-1156,-640,125,672
1783535052.805,105,seated_still,carpet,656,936,-16916,-1220,-604,123,656
1783535052.815,105,seated_still,carpet,660,892,-16828,-1266,-592,113,672
1783535052.825,105,seated_still,carpet,684,988,-16788,-1285,-603,97,704
1783535052.835,105,seated_still,carpet,596,912,-16808,-1221,-612,120,624
1783535052.845,105,seated_still,carpet,668,936,-16884,-1184,-640,91,672
1783535052.855,105,seated_still,carpet,564,892,-16984,-1208,-644,59,624
1783535052.865,105,seated_still,carpet,608,888,-16840,-1225,-648,58,672
1783535052.875,105,seated_still,carpet,652,852,-16896,-1258,-611,51,656
1783535052.885,105,seated_still,carpet,600,968,-16928,-1236,-592,62,640
1783535052.895,105,seated_still,carpet,764,932,-17012,-1194,-609,54,624
1783535052.905,105,seated_still,carpet,544,944,-16792,-1185,-592,56,672
1783535052.915,105,seated_still,carpet,540,852,-16804,-1235,-609,54,656
