t,chair,fmt,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,stdX,stdY,stdZ,big,n,touch,tbase,peak,yawSum,yawN,up,seq,flags,rssi,is_occupied,occupied_chairs,n_occupied,block,label,target_chair,is_target,is_transition,phase_idx,t_phase_start
1785440278.730,4,sum,1718,-504,-16344,334,30,223,-2112,12,12,11,0,100,2122,2113,53,2672,12,31,15049,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.730,6,sum,710,-665,-16347,-323,-345,-60,-1424,12,13,12,0,100,1995,1988,62,-670,12,25,12364,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.787,1,sum,2771,-541,-19911,103,188,-117,-2192,16,13,32,0,100,2144,2123,64,-903,12,41,19897,7,-79,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440278.788,7,sum,3587,593,16133,210,-171,130,-2096,12,14,16,0,100,2022,2013,74,1615,12,23,11503,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.818,2,sum,-503,-327,-17042,-1260,-675,66,-2304,13,12,14,0,100,2059,2053,49,868,13,35,17112,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.840,5,sum,2122,114,-15585,24,-11,-103,-1568,10,14,13,0,100,2328,2315,57,-1224,12,29,14215,7,-63,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.840,3,sum,1181,-634,-18029,-202,210,124,-1376,13,14,11,0,100,2282,2275,62,1530,12,33,16079,7,-66,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.870,4,sum,1716,-501,-16349,334,31,222,-2112,13,12,11,0,100,2121,2113,55,2846,13,31,15050,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.870,6,sum,709,-661,-16345,-322,-345,-60,-1408,12,13,13,0,100,1994,1988,62,-819,13,25,12365,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.901,1,sum,2768,-542,-19906,101,188,-115,-2176,16,14,33,0,100,2144,2123,64,-1427,13,41,19898,7,-78,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440278.901,7,sum,3591,596,16132,208,-171,130,-2064,12,13,16,0,100,2021,2013,74,1642,13,23,11504,7,-73,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.931,2,sum,-502,-331,-17042,-1259,-676,67,-2304,13,13,14,0,100,2059,2053,53,891,12,35,17113,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.952,5,sum,2116,110,-15583,25,-12,-103,-1536,11,14,13,0,100,2327,2315,57,-1362,13,29,14216,7,-63,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.973,3,sum,1182,-632,-18030,-202,210,124,-1376,14,15,12,0,100,2282,2275,62,1684,13,33,16080,7,-66,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.973,4,sum,1717,-504,-16352,333,31,222,-2144,13,12,11,0,100,2121,2113,57,2702,12,31,15051,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440278.974,6,sum,708,-663,-16342,-322,-345,-60,-1376,12,13,13,0,100,1994,1988,62,-759,12,25,12366,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.034,1,sum,2767,-546,-19902,102,188,-117,-2224,16,15,33,0,100,2146,2123,64,-1492,12,41,19899,7,-79,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440279.034,7,sum,3593,599,16127,208,-170,130,-2080,12,13,17,0,100,2022,2013,74,1528,12,23,11505,7,-73,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.057,2,sum,-506,-333,-17041,-1259,-676,67,-2336,12,13,14,0,100,2058,2053,53,835,13,35,17114,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.087,5,sum,2115,109,-15581,25,-13,-103,-1568,11,15,13,0,100,2325,2315,57,-1256,12,29,14217,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.117,3,sum,1179,-632,-18029,-203,211,125,-1392,13,15,12,0,100,2282,2275,62,1567,12,33,16081,7,-66,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.117,4,sum,1718,-502,-16357,333,31,222,-2112,12,12,11,0,100,2122,2113,57,2927,13,31,15052,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.117,6,sum,704,-665,-16344,-322,-345,-60,-1440,12,13,13,0,100,1994,1988,62,-777,13,25,12367,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.140,1,sum,2769,-542,-19911,101,188,-116,-2208,16,14,33,0,100,2144,2123,64,-1301,13,41,19900,7,-80,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440279.140,7,sum,3597,597,16127,208,-170,129,-2112,13,13,16,0,100,2022,2013,74,1719,13,23,11506,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.192,2,sum,-507,-330,-17044,-1259,-676,67,-2272,12,13,13,0,100,2058,2053,53,823,12,35,17115,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.213,5,sum,2115,108,-15584,24,-14,-103,-1568,12,14,13,0,100,2325,2315,57,-1309,13,29,14218,7,-63,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.213,3,sum,1178,-629,-18026,-201,211,125,-1424,14,15,13,0,100,2282,2275,62,1578,13,33,16082,7,-67,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.240,4,sum,1719,-503,-16357,332,30,222,-2096,12,12,11,0,100,2121,2113,57,2670,12,31,15053,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.240,6,sum,704,-667,-16346,-322,-346,-61,-1424,11,13,14,0,100,1993,1988,62,-818,12,25,12368,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.270,1,sum,2770,-544,-19911,102,188,-119,-2224,16,14,34,0,100,2144,2123,64,-1653,12,41,19901,7,-80,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440279.270,7,sum,3601,599,16125,208,-170,131,-2080,13,12,17,0,100,2021,2013,74,1662,12,23,11507,7,-73,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.301,2,sum,-507,-334,-17043,-1259,-676,67,-2304,12,13,13,0,100,2059,2053,53,826,13,35,17116,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.361,5,sum,2121,108,-15589,24,-13,-102,-1552,11,15,12,0,100,2332,2315,57,-1150,12,29,14219,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.361,3,sum,1177,-628,-18025,-201,211,124,-1408,13,15,12,0,100,2282,2275,62,1437,12,33,16083,7,-67,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.361,4,sum,1723,-500,-16360,333,30,223,-2128,13,13,11,0,100,2122,2113,58,2970,13,31,15054,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.361,6,sum,700,-669,-16348,-322,-346,-61,-1424,11,13,14,0,100,1992,1988,62,-820,13,25,12369,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.391,1,sum,2769,-547,-19904,103,189,-120,-2192,16,13,34,0,100,2145,2123,54,-1511,13,41,19902,7,-79,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440279.391,7,sum,3599,601,16129,208,-170,131,-2080,12,12,17,0,100,2022,2013,74,1643,13,23,11508,7,-73,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.442,2,sum,-508,-334,-17043,-1259,-676,67,-2304,12,14,13,0,100,2058,2053,53,812,12,35,17117,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.464,5,sum,2117,111,-15590,24,-14,-102,-1552,12,15,12,0,100,2328,2315,57,-1358,13,29,14220,7,-63,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.464,3,sum,1179,-625,-18020,-201,212,125,-1376,13,15,12,0,100,2282,2275,62,1618,13,33,16084,7,-66,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.492,4,sum,1726,-501,-16357,334,29,223,-2096,12,13,11,0,100,2122,2113,58,2689,12,31,15055,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.492,6,sum,702,-668,-16345,-322,-346,-60,-1392,11,14,14,0,100,1994,1988,62,-736,12,25,12370,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.523,1,sum,2768,-545,-19906,102,188,-113,-2176,17,13,28,0,100,2144,2123,54,-1183,12,41,19903,7,-79,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440279.523,7,sum,3596,604,16132,207,-170,130,-2064,12,12,16,0,100,2022,2013,60,1484,12,23,11509,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.553,2,sum,-510,-329,-17049,-1259,-677,66,-2272,12,13,13,0,100,2058,2053,53,833,13,35,17118,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.603,5,sum,2113,108,-15589,24,-13,-102,-1552,12,15,12,0,100,2329,2315,47,-1280,12,29,14221,7,-63,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.603,3,sum,1182,-623,-18021,-200,211,125,-1392,13,16,12,0,100,2282,2275,62,1533,12,33,16085,7,-67,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.604,4,sum,1729,-500,-16353,335,29,223,-2112,12,13,11,0,100,2122,2113,58,2876,13,31,15056,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.604,6,sum,699,-664,-16351,-321,-346,-62,-1408,11,14,14,0,100,1994,1988,62,-854,13,25,12371,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.634,1,sum,2762,-547,-19909,101,187,-106,-2224,16,13,26,0,100,2143,2123,54,-1134,13,41,19904,7,-80,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440279.634,7,sum,3591,607,16129,206,-170,129,-2064,12,12,15,0,100,2022,2013,60,1647,13,23,11510,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.694,2,sum,-511,-331,-17048,-1259,-679,67,-2304,12,14,13,0,100,2058,2053,53,833,12,35,17119,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.721,5,sum,2113,104,-15589,25,-15,-102,-1536,11,14,13,0,100,2326,2315,47,-1358,13,29,14222,7,-63,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.721,3,sum,1183,-622,-18025,-200,212,126,-1392,14,15,13,0,100,2282,2275,62,1665,13,33,16086,7,-67,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.721,4,sum,1732,-503,-16357,335,28,223,-2112,12,13,10,0,100,2122,2113,58,2682,12,31,15057,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.742,6,sum,697,-666,-16343,-322,-346,-62,-1440,10,13,14,0,100,1995,1988,49,-676,12,25,12372,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.772,1,sum,2760,-549,-19907,101,187,-110,-2240,15,13,23,0,100,2144,2123,54,-1376,12,41,19905,7,-79,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440279.772,7,sum,3589,607,16128,206,-171,128,-2128,13,12,14,0,100,2021,2013,68,1574,12,23,11511,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.803,2,sum,-507,-328,-17060,-1258,-678,66,-2272,13,14,13,0,100,2059,2053,53,839,13,35,17120,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.853,5,sum,2115,101,-15591,25,-15,-104,-1536,11,15,12,0,100,2325,2315,51,-1341,12,29,14223,7,-63,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.853,3,sum,1184,-625,-18024,-201,211,126,-1376,14,15,13,0,100,2282,2275,62,1544,12,33,16087,7,-66,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.854,4,sum,1733,-503,-16361,335,28,224,-2112,12,14,11,0,100,2122,2113,60,2976,13,31,15058,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.854,6,sum,698,-667,-16340,-322,-347,-62,-1440,11,13,13,0,100,1995,1988,49,-791,13,25,12373,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.880,1,sum,2762,-545,-19904,102,187,-112,-2176,15,12,23,0,100,2144,2123,54,-1599,13,41,19906,7,-79,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440279.907,7,sum,3587,603,16134,207,-172,130,-2080,14,13,14,0,100,2022,2013,68,1774,13,24,11512,7,-73,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.930,2,sum,-508,-327,-17059,-1260,-678,66,-2336,13,13,13,0,100,2059,2053,53,821,12,35,17121,7,-63,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.957,5,sum,2116,107,-15594,25,-14,-104,-1536,11,15,12,0,100,2329,2315,65,-1372,13,29,14224,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.985,3,sum,1183,-627,-18025,-200,212,124,-1376,14,15,13,0,100,2282,2275,61,1553,13,33,16088,7,-68,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.985,4,sum,1734,-508,-16356,336,27,225,-2096,11,13,10,0,100,2122,2113,60,2717,12,31,15059,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440279.985,6,sum,699,-669,-16336,-322,-348,-62,-1408,12,13,13,0,100,1994,1988,47,-741,12,25,12374,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.014,1,sum,2758,-547,-19901,102,188,-112,-2208,15,12,24,0,100,2144,2123,54,-1537,12,41,19907,7,-78,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440280.014,7,sum,3586,605,16141,207,-172,130,-2080,14,13,14,0,100,2022,2013,68,1572,12,24,11513,7,-73,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.073,2,sum,-509,-324,-17058,-1260,-677,67,-2272,12,14,13,0,100,2058,2053,53,934,13,35,17122,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.104,5,sum,2116,107,-15594,25,-13,-104,-1520,11,15,13,0,100,2328,2315,65,-1245,12,29,14225,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.104,3,sum,1185,-630,-18027,-201,212,124,-1376,14,15,13,0,100,2282,2275,61,1510,12,33,16089,7,-67,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.104,4,sum,1733,-507,-16356,335,26,224,-2128,11,14,10,0,100,2122,2113,60,2907,13,31,15060,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.104,6,sum,700,-669,-16335,-322,-347,-62,-1456,11,13,13,0,100,1994,1988,47,-792,13,25,12375,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.134,1,sum,2755,-546,-19893,102,188,-113,-2208,14,13,24,0,100,2144,2123,54,-1336,13,41,19908,7,-79,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440280.134,7,sum,3583,605,16144,206,-172,130,-2080,13,13,14,0,100,2022,2013,68,1692,13,24,11514,7,-73,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.180,2,sum,-508,-325,-17060,-1260,-678,66,-2272,12,14,13,0,100,2059,2053,53,775,12,35,17123,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.207,5,sum,2116,110,-15594,25,-12,-104,-1552,11,15,13,0,100,2329,2315,65,-1347,13,29,14226,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.232,3,sum,1186,-634,-18022,-201,213,124,-1376,14,15,14,0,100,2282,2275,68,1621,13,33,16090,7,-67,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.232,4,sum,1736,-509,-16348,334,25,224,-2128,11,13,10,0,100,2122,2113,60,2639,12,31,15061,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.232,6,sum,698,-663,-16335,-322,-346,-60,-1424,11,13,12,0,100,1994,1988,47,-670,12,25,12376,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.281,1,sum,2755,-550,-19898,100,189,-109,-2224,13,13,22,0,100,2144,2123,50,-1263,12,41,19909,7,-77,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440280.282,7,sum,3577,603,16148,206,-172,129,-2096,15,13,13,0,100,2022,2013,71,1607,12,24,11515,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.312,2,sum,-511,-320,-17058,-1260,-677,67,-2304,13,14,12,0,100,2058,2053,57,899,13,35,17124,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.342,5,sum,2111,111,-15593,25,-13,-105,-1536,11,15,13,0,100,2326,2315,65,-1289,12,29,14227,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.342,3,sum,1186,-634,-18024,-200,213,125,-1360,14,15,14,0,100,2282,2275,68,1538,12,33,16091,7,-66,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.372,4,sum,1731,-508,-16353,333,25,223,-2128,12,14,10,0,100,2121,2113,60,2892,13,31,15062,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.372,6,sum,698,-662,-16335,-322,-347,-60,-1424,11,13,12,0,100,1993,1988,62,-762,13,25,12377,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.402,1,sum,2755,-547,-19900,100,189,-109,-2192,13,14,22,0,100,2146,2123,50,-1552,13,41,19910,7,-79,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440280.402,7,sum,3581,601,16143,206,-172,130,-2096,15,13,12,0,100,2022,2013,71,1707,13,24,11516,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.430,2,sum,-513,-324,-17057,-1260,-677,67,-2304,13,14,13,0,100,2059,2053,57,863,12,35,17125,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.460,5,sum,2118,112,-15598,24,-12,-106,-1568,11,14,12,0,100,2325,2315,65,-1374,13,29,14228,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.460,3,sum,1186,-636,-18024,-199,213,125,-1360,14,15,14,0,100,2282,2275,68,1610,13,33,16092,7,-67,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.487,4,sum,1729,-507,-16349,333,24,223,-2128,12,13,11,0,100,2122,2113,60,2611,12,31,15063,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.487,6,sum,699,-661,-16333,-321,-347,-59,-1424,11,13,12,0,100,1992,1988,62,-706,12,25,12378,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.517,1,sum,2759,-550,-19894,101,189,-111,-2224,13,14,21,0,100,2145,2123,52,-1343,12,41,19911,7,-78,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440280.517,7,sum,3584,602,16137,207,-172,132,-2096,16,13,12,0,100,2022,2013,71,1635,12,24,11517,7,-73,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.570,2,sum,-514,-323,-17055,-1260,-677,69,-2304,13,14,12,0,100,2059,2053,57,936,13,35,17126,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.600,5,sum,2120,115,-15598,25,-13,-105,-1504,11,14,12,0,100,2329,2315,65,-1234,12,29,14229,7,-63,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.600,3,sum,1187,-634,-18019,-199,215,125,-1408,14,14,14,0,100,2282,2275,68,1543,12,33,16093,7,-66,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.600,4,sum,1730,-505,-16348,332,25,223,-2128,13,13,11,0,100,2122,2113,60,2882,13,31,15064,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.630,6,sum,701,-665,-16332,-321,-346,-59,-1440,11,12,12,0,100,1992,1988,62,-819,13,25,12379,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.630,1,sum,2761,-547,-19894,102,190,-112,-2208,14,13,19,0,100,2145,2123,52,-1279,13,41,19912,7,-80,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440280.660,7,sum,3585,598,16148,207,-172,132,-2064,16,13,12,0,100,2021,2013,71,1663,13,24,11518,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.690,2,sum,-513,-325,-17053,-1260,-675,68,-2336,13,14,12,0,100,2059,2053,57,781,12,35,17127,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.720,5,sum,2118,113,-15598,25,-12,-105,-1520,12,14,12,0,100,2326,2315,65,-1396,13,29,14230,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.720,3,sum,1187,-633,-18019,-200,215,125,-1376,13,14,14,0,100,2281,2275,68,1638,13,33,16094,7,-67,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.750,4,sum,1729,-500,-16350,331,25,222,-2128,13,13,11,0,100,2121,2113,60,2674,12,31,15065,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.750,6,sum,705,-665,-16334,-322,-346,-60,-1392,11,12,13,0,100,1993,1988,62,-742,12,25,12380,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.773,1,sum,2762,-547,-19894,102,190,-111,-2240,14,13,18,0,100,2145,2123,52,-1199,12,41,19913,7,-79,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440280.773,7,sum,3581,597,16147,207,-170,132,-2080,15,14,12,0,100,2022,2013,71,1564,12,24,11519,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.803,2,sum,-515,-327,-17045,-1260,-675,68,-2304,13,15,12,0,100,2059,2053,57,853,13,35,17128,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.848,5,sum,2114,119,-15597,25,-12,-105,-1520,12,14,12,0,100,2326,2315,65,-1283,12,29,14231,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.849,3,sum,1188,-629,-18023,-198,215,125,-1360,13,13,14,0,100,2281,2275,68,1549,12,33,16095,7,-66,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.849,4,sum,1729,-504,-16342,332,25,222,-2096,13,12,11,0,100,2122,2113,55,2918,13,31,15066,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.879,6,sum,705,-666,-16336,-321,-345,-60,-1408,11,12,13,0,100,1992,1988,62,-778,13,25,12381,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.909,1,sum,2755,-545,-19902,102,191,-110,-2176,14,14,19,0,100,2144,2123,56,-1507,13,41,19914,7,-78,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440280.909,7,sum,3581,600,16140,207,-169,131,-2080,15,13,14,0,100,2022,2013,71,1732,13,24,11520,7,-73,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.939,2,sum,-512,-330,-17049,-1260,-674,68,-2272,13,14,12,0,100,2059,2053,57,841,12,35,17129,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.964,5,sum,2117,115,-15599,24,-12,-105,-1520,12,13,12,0,100,2326,2315,53,-1348,13,29,14232,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.964,3,sum,1189,-631,-18019,-198,214,126,-1360,13,13,14,0,100,2281,2275,68,1683,13,33,16096,7,-67,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.994,4,sum,1728,-500,-16347,332,25,222,-2128,13,12,11,0,100,2122,2113,55,2739,12,31,15067,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440280.994,6,sum,705,-665,-16343,-322,-345,-59,-1392,10,12,13,0,100,1992,1988,62,-661,12,25,12382,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.024,1,sum,2758,-545,-19902,102,191,-109,-2208,14,14,18,0,100,2145,2123,56,-1516,12,41,19915,7,-77,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440281.024,7,sum,3583,595,16140,208,-169,132,-2064,14,13,14,0,100,2022,2013,71,1602,12,24,11521,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.051,2,sum,-511,-334,-17049,-1259,-674,68,-2304,13,14,12,0,100,2059,2053,57,895,13,35,17130,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.106,5,sum,2116,112,-15600,25,-13,-104,-1568,12,13,12,0,100,2328,2315,53,-1179,12,29,14233,7,-63,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.106,3,sum,1188,-629,-18017,-198,214,126,-1376,13,13,14,0,100,2281,2275,68,1469,12,33,16097,7,-67,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.106,4,sum,1726,-503,-16346,333,26,222,-2080,14,12,11,0,100,2122,2113,55,2872,13,31,15068,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.106,6,sum,701,-664,-16346,-322,-346,-59,-1408,11,12,13,0,100,1994,1988,62,-829,13,25,12383,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.136,1,sum,2760,-547,-19906,102,191,-110,-2208,14,13,18,0,100,2144,2123,56,-1397,13,41,19916,7,-79,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440281.136,7,sum,3587,597,16149,208,-169,131,-2096,14,14,14,0,100,2022,2013,71,1689,13,24,11522,7,-73,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.192,2,sum,-510,-336,-17049,-1260,-674,68,-2304,12,13,12,0,100,2059,2053,57,772,12,35,17131,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.222,5,sum,2117,111,-15601,24,-14,-104,-1536,12,12,12,0,100,2328,2315,53,-1355,13,29,14234,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.222,3,sum,1186,-629,-18023,-199,214,126,-1376,12,13,12,0,100,2282,2275,56,1623,13,33,16098,7,-67,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.222,4,sum,1726,-499,-16354,334,27,223,-2128,14,13,11,0,100,2123,2113,55,2742,12,31,15069,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.253,6,sum,704,-667,-16344,-322,-346,-59,-1424,10,12,13,0,100,1994,1988,62,-696,12,25,12384,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.276,1,sum,2762,-543,-19901,102,189,-109,-2208,14,14,18,0,100,2146,2123,56,-1145,12,41,19917,7,-78,1,1,1,F,statue,1,1,0,44,1785440235.646
1785440281.276,7,sum,3591,600,16150,207,-168,132,-2096,13,14,14,0,100,2022,2013,59,1615,12,24,11523,7,-72,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.306,2,sum,-508,-334,-17048,-1260,-674,68,-2288,12,13,12,0,100,2059,2053,57,911,13,35,17132,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.360,5,sum,2121,113,-15606,25,-13,-103,-1552,12,12,12,0,100,2326,2315,57,-1143,12,29,14235,7,-62,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.360,3,sum,1187,-627,-18029,-200,214,126,-1408,13,14,12,0,100,2281,2275,56,1553,12,33,16099,7,-66,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.360,4,sum,1729,-497,-16347,334,28,223,-2096,13,12,11,0,100,2121,2113,50,2878,13,31,15070,7,-61,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.360,6,sum,702,-667,-16348,-322,-346,-59,-1424,11,11,14,0,100,1993,1988,55,-725,13,25,12385,7,-71,0,1,1,F,statue,1,0,0,44,1785440235.646
1785440281.390,1,sum,2761,-543,-19903,101,189,-103,-2224,15,14,21,0,100,2145,2123,56,-1002,13,41,19918,7,-79,1,1,1,F,statue,1,1,0,44,1785440235.646
