t,chair,accX,accY,accZ,gyroX,gyroY,gyroZ,temp,stdX,stdY,stdZ,big,n,touch,tbase,up,seq,flags,rssi,is_occupied,occupied_chairs,n_occupied,block,label,target_chair,is_target,is_transition,phase_idx,t_phase_start
1785363531.999,3,1987,243,-17901,-193,210,118,-896,13,14,14,0,100,2030,2013,68,32653,7,-59,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363531.999,7,1173,237,-16386,242,-157,157,-2096,14,12,12,0,100,2027,2019,41,19735,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363531.999,5,1705,-403,-15674,74,-16,-126,-1424,10,12,11,0,100,2328,2303,64,30890,7,-67,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.024,2,539,1504,-16949,-1246,-668,57,-2176,10,12,11,0,100,2057,2034,151,7174,7,-65,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.049,1,6007,14773,468,106,195,-89,-2176,11,13,12,0,100,2162,2128,164,13253,7,-66,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363532.100,4,1604,15,-16288,327,27,230,-1968,11,11,10,0,100,2122,2099,66,31760,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.125,6,5254,12456,9414,-324,-329,-61,-928,15,13,13,0,100,2000,1979,62,30052,7,-59,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.125,3,1986,246,-17905,-193,211,118,-896,12,15,14,0,100,2030,2013,68,32654,7,-57,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.125,7,1171,235,-16388,241,-158,157,-2096,14,11,13,0,100,2027,2019,41,19736,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.150,5,1709,-401,-15676,74,-15,-126,-1408,10,12,11,0,100,2328,2303,64,30891,7,-71,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.150,2,537,1500,-16950,-1246,-669,58,-2176,10,11,11,0,100,2057,2034,151,7175,7,-65,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.175,1,6007,14775,464,107,194,-88,-2208,11,14,12,0,100,2159,2128,164,13254,7,-66,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363532.242,4,1603,13,-16283,328,26,230,-1984,11,11,11,0,100,2122,2099,66,31761,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.242,3,1988,247,-17901,-193,210,118,-928,12,15,14,0,100,2029,2013,68,32655,7,-57,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.242,6,5257,12456,9422,-323,-330,-62,-944,17,14,13,0,100,1998,1979,62,30053,7,-59,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.242,7,1171,233,-16393,242,-158,156,-2096,13,12,13,0,100,2027,2019,41,19737,7,-62,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.268,5,1706,-402,-15678,75,-15,-126,-1440,9,12,11,0,100,2332,2303,64,30892,7,-71,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.268,2,534,1500,-16945,-1245,-670,58,-2160,10,11,11,0,100,2057,2034,151,7176,7,-66,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.293,1,6004,14779,465,107,195,-89,-2208,11,14,12,0,100,2159,2128,164,13255,7,-67,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363532.366,6,5260,12456,9423,-323,-329,-62,-928,18,14,13,0,100,1999,1979,62,30054,7,-58,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.366,3,1989,248,-17897,-194,210,117,-944,13,13,13,0,100,2030,2013,68,32656,7,-57,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.366,7,1170,231,-16389,242,-157,156,-2096,13,12,14,0,100,2027,2019,41,19738,7,-62,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.391,5,1707,-401,-15681,75,-16,-126,-1424,10,12,11,0,100,2328,2303,64,30893,7,-70,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.391,2,534,1499,-16944,-1245,-670,57,-2176,9,12,11,0,100,2057,2034,151,7177,7,-65,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.416,1,6009,14779,470,106,194,-89,-2160,11,14,12,0,100,2162,2128,164,13256,7,-67,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363532.491,4,1597,11,-16285,327,27,229,-1936,11,12,11,0,100,2123,2099,66,31763,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.491,6,5258,12454,9428,-324,-329,-63,-944,18,14,13,0,100,1997,1979,62,30055,7,-58,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.491,3,1993,248,-17894,-195,210,117,-944,12,13,12,0,100,2030,2013,68,32657,7,-57,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.491,7,1169,232,-16382,241,-158,157,-2096,13,13,13,0,100,2028,2019,41,19739,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.516,5,1708,-397,-15682,75,-15,-127,-1424,9,12,11,0,100,2329,2303,64,30894,7,-69,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.516,2,536,1500,-16938,-1245,-670,57,-2160,9,12,10,0,100,2055,2034,151,7178,7,-67,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.541,1,6007,14784,468,106,195,-90,-2192,11,14,11,0,100,2162,2128,164,13257,7,-68,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363532.592,4,1597,11,-16279,327,27,229,-1968,11,11,11,0,100,2123,2099,66,31764,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.617,6,5258,12452,9437,-323,-330,-64,-928,17,13,13,0,100,2000,1979,62,30056,7,-58,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.617,3,1992,246,-17892,-194,210,116,-928,12,13,10,0,100,2030,2013,68,32658,7,-56,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.617,7,1173,232,-16388,239,-157,157,-2064,13,13,13,0,100,2028,2019,41,19740,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.642,5,1712,-397,-15681,75,-15,-128,-1440,9,11,10,0,100,2326,2303,64,30895,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.642,2,535,1494,-16938,-1246,-671,57,-2160,9,11,11,0,100,2057,2034,151,7179,7,-67,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.667,1,6006,14785,469,107,195,-90,-2208,12,14,10,0,100,2162,2128,164,13258,7,-65,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363532.742,4,1596,13,-16278,327,26,229,-2000,11,11,11,0,100,2122,2099,66,31765,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.742,6,5263,12451,9439,-323,-329,-65,-912,18,14,12,0,100,1999,1979,62,30057,7,-57,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.742,3,1991,247,-17895,-194,210,116,-912,13,14,10,0,100,2031,2013,68,32659,7,-55,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.742,7,1175,231,-16390,238,-158,157,-2064,13,13,13,0,100,2027,2019,41,19741,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.767,5,1713,-398,-15682,75,-15,-127,-1440,9,11,10,0,100,2327,2303,64,30896,7,-70,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.767,2,536,1494,-16931,-1246,-671,58,-2176,9,11,10,0,100,2057,2034,151,7180,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.789,1,6010,14782,479,108,195,-90,-2208,12,14,9,0,100,2161,2128,164,13259,7,-63,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363532.865,4,1598,13,-16278,326,27,229,-1984,11,11,11,0,100,2122,2099,66,31766,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.865,6,5259,12451,9435,-323,-329,-64,-896,19,14,12,0,100,2000,1979,62,30058,7,-58,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.865,3,1989,247,-17895,-193,210,116,-896,13,13,11,0,100,2031,2013,68,32660,7,-56,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.865,7,1176,229,-16394,238,-159,157,-2064,13,13,13,0,100,2027,2019,41,19742,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.890,5,1714,-396,-15680,75,-15,-127,-1424,10,11,10,0,100,2325,2303,64,30897,7,-72,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.890,2,538,1488,-16928,-1245,-671,58,-2176,9,11,10,0,100,2057,2034,151,7181,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.915,1,6012,14781,483,107,197,-92,-2176,12,13,9,0,100,2162,2128,164,13260,7,-63,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363532.990,4,1593,16,-16283,327,26,230,-1952,10,11,11,0,100,2122,2099,66,31767,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.990,6,5258,12449,9441,-321,-329,-63,-944,19,15,13,0,100,1999,1979,62,30059,7,-58,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.990,3,1985,248,-17898,-192,210,117,-960,13,14,11,0,100,2031,2013,68,32661,7,-56,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363532.990,7,1175,227,-16389,239,-159,156,-2080,13,13,13,0,100,2027,2019,41,19743,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.015,5,1716,-394,-15681,74,-13,-127,-1456,9,11,9,0,100,2325,2303,64,30898,7,-76,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.015,2,537,1486,-16932,-1245,-671,58,-2176,10,12,10,0,100,2058,2034,151,7182,7,-65,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.040,1,6015,14779,488,107,195,-91,-2192,12,14,10,0,100,2162,2128,164,13261,7,-63,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363533.115,6,5260,12446,9438,-322,-328,-63,-960,19,16,13,0,100,1998,1979,62,30060,7,-59,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.115,3,1989,247,-17903,-192,210,118,-912,13,14,11,0,100,2031,2013,68,32662,7,-56,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.115,7,1173,228,-16395,239,-159,156,-2096,13,14,13,0,100,2027,2019,41,19744,7,-65,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.140,5,1714,-394,-15689,74,-14,-126,-1440,9,12,9,0,100,2328,2303,64,30899,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.140,2,537,1488,-16925,-1246,-671,58,-2176,10,11,10,0,100,2057,2034,151,7183,7,-65,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.165,1,6013,14779,484,106,195,-91,-2208,12,13,11,0,100,2162,2128,164,13262,7,-61,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363533.236,4,1591,17,-16284,327,27,230,-1968,11,11,10,0,100,2122,2099,66,31769,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.236,6,5257,12447,9435,-322,-328,-64,-912,18,15,13,0,100,1999,1979,62,30061,7,-60,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.236,3,1987,247,-17905,-193,210,119,-944,13,14,11,0,100,2030,2013,68,32663,7,-58,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.258,5,1714,-394,-15695,74,-14,-126,-1440,10,12,9,0,100,2327,2303,64,30900,7,-67,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.283,1,6014,14775,485,106,194,-90,-2176,11,12,11,0,100,2162,2128,164,13263,7,-63,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363533.358,4,1592,21,-16282,326,27,229,-1984,11,11,10,0,100,2122,2099,66,31770,7,-69,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.358,6,5255,12443,9433,-323,-328,-63,-960,17,15,13,0,100,2000,1979,62,30062,7,-59,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.358,3,1984,244,-17907,-192,209,119,-928,14,14,12,0,100,2030,2013,68,32664,7,-57,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.383,5,1708,-394,-15690,74,-14,-125,-1424,9,12,9,0,100,2325,2303,64,30901,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.409,2,542,1481,-16933,-1246,-671,58,-2160,11,11,10,0,100,2056,2034,151,7185,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.409,1,6009,14774,477,106,195,-89,-2192,10,13,11,0,100,2162,2128,164,13264,7,-63,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363533.483,4,1597,23,-16285,326,26,230,-1984,10,10,9,0,100,2122,2099,66,31771,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.508,3,1986,244,-17908,-192,210,119,-928,14,14,12,0,100,2030,2013,68,32665,7,-57,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.508,7,1171,228,-16389,240,-158,156,-2064,12,14,13,0,100,2028,2019,41,19747,7,-62,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.508,5,1707,-395,-15691,73,-14,-124,-1392,9,12,9,0,100,2327,2303,64,30902,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.533,1,6012,14772,474,105,195,-88,-2176,11,13,11,0,100,2161,2128,164,13265,7,-61,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363533.608,4,1597,21,-16289,327,26,230,-1984,11,10,9,0,100,2122,2099,66,31772,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.608,6,5259,12440,9422,-323,-328,-62,-912,18,17,14,0,100,1997,1979,62,30064,7,-60,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.608,3,1986,245,-17913,-193,210,119,-912,14,14,12,0,100,2031,2013,68,32666,7,-56,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.633,5,1704,-395,-15686,73,-13,-124,-1424,9,12,9,0,100,2327,2303,64,30903,7,-66,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.658,2,544,1488,-16932,-1245,-670,58,-2160,11,11,10,0,100,2058,2034,151,7187,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.658,1,6011,14769,473,105,195,-88,-2208,10,13,11,0,100,2161,2128,164,13266,7,-62,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363533.733,4,1597,21,-16287,327,26,230,-1968,10,10,10,0,100,2122,2099,66,31773,7,-67,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.733,6,5258,12442,9425,-323,-329,-61,-928,17,16,14,0,100,1998,1979,62,30065,7,-60,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.758,7,1171,225,-16400,241,-158,156,-2064,12,14,14,0,100,2028,2019,41,19749,7,-62,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.758,5,1700,-393,-15690,72,-14,-125,-1424,9,11,9,0,100,2328,2303,64,30904,7,-67,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.784,1,6007,14773,471,105,195,-88,-2192,10,13,11,0,100,2162,2128,164,13267,7,-62,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363533.858,4,1597,20,-16288,327,27,230,-1968,11,11,9,0,100,2122,2099,66,31774,7,-66,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.858,3,1989,242,-17919,-194,208,119,-912,13,13,12,0,100,2030,2013,68,32668,7,-53,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.883,7,1170,223,-16400,241,-157,155,-2080,12,13,14,0,100,2028,2019,41,19750,7,-62,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.883,5,1702,-391,-15688,72,-13,-125,-1440,9,11,9,0,100,2326,2303,64,30905,7,-67,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.908,2,542,1491,-16939,-1246,-671,58,-2144,11,11,10,0,100,2057,2034,151,7189,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363533.908,1,6005,14776,466,105,193,-87,-2192,11,14,10,0,100,2161,2128,164,13268,7,-62,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363533.983,4,1600,19,-16281,327,27,229,-1984,11,11,9,0,100,2122,2099,66,31775,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.008,3,1991,243,-17915,-194,207,119,-912,13,13,13,0,100,2030,2013,68,32669,7,-53,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.008,7,1172,224,-16404,241,-156,155,-2064,11,13,13,0,100,2028,2019,41,19751,7,-62,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.008,5,1700,-395,-15690,72,-14,-125,-1440,9,11,10,0,100,2326,2303,64,30906,7,-73,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.033,1,6006,14776,461,106,193,-87,-2160,11,13,10,0,100,2162,2128,164,13269,7,-62,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363534.108,4,1603,19,-16286,328,27,230,-1952,12,12,9,0,100,2123,2099,66,31776,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.108,6,5261,12449,9417,-324,-330,-61,-976,18,16,13,0,100,1998,1979,62,30068,7,-61,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.108,3,1989,243,-17916,-194,207,118,-896,13,12,12,0,100,2029,2013,68,32670,7,-55,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.133,5,1698,-392,-15678,72,-13,-125,-1424,9,11,10,0,100,2326,2303,64,30907,7,-72,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.158,2,545,1485,-16944,-1245,-671,59,-2176,11,10,10,0,100,2057,2034,151,7191,7,-61,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.158,1,6007,14776,467,106,193,-87,-2208,11,13,10,0,100,2163,2128,164,13270,7,-64,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363534.233,4,1604,20,-16281,327,27,230,-2016,12,12,9,0,100,2124,2099,66,31777,7,-65,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.258,3,1987,247,-17918,-194,207,119,-896,13,15,12,0,100,2030,2013,68,32671,7,-56,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.258,7,1174,223,-16397,242,-157,155,-2064,12,13,13,0,100,2028,2019,41,19753,7,-62,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.258,5,1698,-394,-15670,72,-14,-125,-1424,10,11,10,0,100,2327,2303,64,30908,7,-70,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.283,1,6001,14776,469,106,193,-87,-2240,12,14,10,0,100,2163,2128,164,13271,7,-64,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363534.358,4,1604,16,-16282,328,27,230,-1904,12,12,9,0,100,2122,2099,66,31778,7,-65,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.358,6,5267,12451,9424,-324,-330,-59,-976,18,15,14,0,100,1997,1979,62,30070,7,-60,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.358,3,1991,249,-17921,-194,207,119,-928,13,15,12,0,100,2032,2013,68,32672,7,-57,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.382,5,1700,-392,-15678,72,-14,-125,-1456,9,11,11,0,100,2326,2303,64,30909,7,-69,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.407,2,538,1493,-16949,-1245,-671,58,-2176,11,10,10,0,100,2057,2034,151,7193,7,-61,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.407,1,5999,14774,473,106,193,-88,-2192,12,13,10,0,100,2162,2128,164,13272,7,-63,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363534.482,4,1605,10,-16281,329,26,230,-1936,12,12,8,0,100,2122,2099,66,31779,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.507,3,1989,247,-17921,-193,207,118,-896,12,15,12,0,100,2032,2013,68,32673,7,-56,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.508,7,1176,222,-16407,242,-157,155,-2080,12,11,12,0,100,2028,2019,41,19755,7,-62,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.508,5,1695,-393,-15679,73,-14,-126,-1424,10,11,11,0,100,2329,2303,64,30910,7,-69,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.606,4,1605,11,-16275,328,26,231,-1968,13,12,8,0,100,2122,2099,66,31780,7,-66,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.606,6,5262,12455,9429,-323,-331,-59,-944,17,13,13,0,100,1997,1979,62,30072,7,-61,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.631,7,1172,221,-16398,243,-156,154,-2064,12,11,12,0,100,2028,2019,41,19756,7,-62,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.631,5,1693,-396,-15681,73,-14,-126,-1408,10,11,11,0,100,2328,2303,64,30911,7,-69,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.656,2,541,1493,-16950,-1245,-670,57,-2176,11,10,9,0,100,2058,2034,151,7195,7,-60,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.656,1,5997,14776,478,107,193,-87,-2176,12,13,9,0,100,2161,2128,164,13274,7,-64,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363534.731,4,1605,14,-16276,328,26,230,-1968,13,12,9,0,100,2122,2099,66,31781,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.756,6,5260,12457,9421,-323,-331,-60,-928,18,13,14,0,100,1998,1979,62,30073,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.756,3,1989,247,-17914,-192,207,119,-912,13,15,13,0,100,2031,2013,68,32675,7,-52,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.756,7,1169,222,-16395,242,-156,155,-2080,13,11,12,0,100,2028,2019,41,19757,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.756,5,1697,-398,-15679,73,-14,-126,-1440,9,12,11,0,100,2326,2303,64,30912,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.781,2,536,1496,-16951,-1246,-670,57,-2176,10,11,9,0,100,2057,2034,151,7196,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.857,4,1606,14,-16271,329,25,231,-1984,13,11,9,0,100,2122,2099,66,31782,7,-70,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.857,6,5265,12460,9426,-324,-331,-59,-944,19,13,14,0,100,1997,1979,62,30074,7,-62,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.882,7,1169,222,-16395,241,-156,155,-2096,14,11,12,0,100,2028,2019,41,19758,7,-62,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.882,5,1695,-399,-15680,74,-15,-126,-1408,10,12,11,0,100,2328,2303,64,30913,7,-67,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.907,2,538,1499,-16950,-1245,-669,56,-2160,10,12,9,0,100,2055,2034,151,7197,7,-65,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363534.907,1,6001,14770,481,106,192,-87,-2192,11,12,10,0,100,2161,2128,164,13276,7,-66,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363534.982,4,1604,13,-16270,329,26,231,-1952,12,11,9,0,100,2122,2099,66,31783,7,-69,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.007,3,1989,251,-17910,-191,206,118,-928,13,16,13,0,100,2031,2013,68,32677,7,-51,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.007,7,1168,223,-16400,241,-156,155,-2096,14,11,12,0,100,2028,2019,41,19759,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.007,5,1697,-398,-15683,73,-14,-126,-1440,11,12,11,0,100,2327,2303,64,30914,7,-67,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.032,2,534,1506,-16946,-1246,-670,56,-2144,11,12,9,0,100,2056,2034,151,7198,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.032,1,6002,14772,477,105,193,-88,-2192,11,12,10,0,100,2162,2128,164,13277,7,-66,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363535.107,4,1604,13,-16268,329,26,231,-1952,12,11,9,0,100,2122,2099,66,31784,7,-69,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.107,6,5258,12459,9440,-325,-330,-59,-912,18,13,15,0,100,1997,1979,62,30076,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.107,3,1986,247,-17898,-190,205,118,-928,13,16,15,0,100,2031,2013,68,32678,7,-50,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.132,5,1693,-398,-15686,72,-14,-125,-1440,11,12,11,0,100,2325,2303,64,30915,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.157,2,532,1511,-16947,-1245,-669,58,-2176,11,12,9,0,100,2056,2034,151,7199,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.157,1,6003,14768,478,106,193,-88,-2240,12,13,10,0,100,2162,2128,164,13278,7,-68,0,,0,F,empty_after,1,1,0,84,1785363518.549
1785363535.233,4,1605,12,-16273,329,25,230,-1968,11,11,10,0,100,2122,2099,66,31785,7,-69,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.258,3,1987,243,-17900,-191,205,117,-928,13,14,15,0,100,2032,2013,68,32679,7,-49,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.258,7,1171,222,-16392,242,-157,155,-2096,13,11,13,0,100,2028,2019,41,19761,7,-63,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.258,5,1693,-397,-15689,73,-14,-125,-1424,11,12,11,0,100,2327,2303,64,30916,7,-73,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.353,4,1602,15,-16272,329,25,230,-1968,11,11,10,0,100,2122,2099,66,31786,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.378,6,5256,12460,9435,-324,-331,-62,-960,19,13,15,0,100,1999,1979,62,30078,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.378,3,1985,242,-17890,-191,205,117,-912,13,14,15,0,100,2032,2013,68,32680,7,-48,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.378,7,1166,222,-16398,242,-157,155,-2096,13,12,13,0,100,2029,2019,41,19762,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.378,5,1696,-399,-15688,72,-14,-125,-1424,12,12,11,0,100,2329,2303,64,30917,7,-71,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.403,2,538,1507,-16937,-1247,-668,59,-2176,11,11,9,0,100,2057,2034,151,7201,7,-67,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.478,4,1597,15,-16269,330,26,231,-1984,12,10,10,0,100,2122,2099,66,31787,7,-68,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.503,6,5256,12455,9429,-324,-332,-61,-976,19,14,15,0,100,1999,1979,62,30079,7,-64,0,,0,F,empty_after,1,0,0,84,1785363518.549
1785363535.503,3,1986,244,-17890,-192,204,118,-880,13,13,15,0,100,2031,2013,68,32681,7,-48,0,,0,F,empty_after,1,0,0,84,1785363518.549
