# river=feather scale_factor=10000.0 threshold=358.900
frame	cfs	norm	scaled	high_variation
493	6710.0	0.671	134.2	0
494	6700.0	0.67	134.0	0
495	6700.0	0.67	134.0	0
496	6700.0	0.67	134.0	0
497	6700.0	0.67	134.0	0
498	6700.0	0.67	134.0	0
499	6700.0	0.67	134.0	0
500	6700.0	0.67	134.0	0
501	6700.0	0.67	134.0	0
502	6700.0	0.67	134.0	0
503	6700.0	0.67	134.0	0
504	8080.0	0.808	161.6	0
505	8080.0	0.808	161.6	0
506	9100.0	0.91	182.0	0
507	9100.0	0.91	182.0	0
508	9110.0	0.911	182.2	0
509	9110.0	0.911	182.2	0
510	9100.0	0.91	182.0	0
511	9100.0	0.91	182.0	0
512	9680.0	0.968	193.6	0
513	9680.0	0.968	193.6	0
514	10000.0	1.0	200.0	0
515	10000.0	1.0	200.0	0
516	10000.0	1.0	200.0	0
517	10000.0	1.0	200.0	0
518	9150.0	0.915	183.0	0
519	9150.0	0.915	183.0	0
520	8510.0	0.851	170.2	0
521	8510.0	0.851	170.2	0
522	8520.0	0.852	170.4	0
523	8520.0	0.852	170.4	0
524	8500.0	0.85	170.0	0
525	8500.0	0.85	170.0	0
526	8510.0	0.851	170.2	0
527	8510.0	0.851	170.2	0
528	8500.0	0.85	170.0	0
529	8500.0	0.85	170.0	0
530	8500.0	0.85	170.0	0
531	8500.0	0.85	170.0	0
532	8500.0	0.85	170.0	0
533	8500.0	0.85	170.0	0
534	8500.0	0.85	170.0	0
535	8500.0	0.85	170.0	0
536	8500.0	0.85	170.0	0
537	8500.0	0.85	170.0	0
538	8490.0	0.849	169.8	0
539	8490.0	0.849	169.8	0
540	8500.0	0.85	170.0	0
541	8500.0	0.85	170.0	0
542	8250.0	0.825	165.0	0
543	8250.0	0.825	165.0	0
544	8240.0	0.824	164.8	0
545	8240.0	0.824	164.8	0
546	8500.0	0.85	170.0	0
547	8500.0	0.85	170.0	0
548	8510.0	0.851	170.2	0
549	8510.0	0.851	170.2	0
550	8500.0	0.85	170.0	0
551	8500.0	0.85	170.0	0
552	8500.0	0.85	170.0	0
553	8500.0	0.85	170.0	0
554	8510.0	0.851	170.2	0
555	8510.0	0.851	170.2	0
556	9380.0	0.938	187.6	0
557	9380.0	0.938	187.6	0
558	9990.0	0.999	199.8	0
559	9990.0	0.999	199.8	0
560	10000.0	1.0	200.0	0
561	10000.0	1.0	200.0	0
562	9990.0	0.999	199.8	0
563	9990.0	0.999	199.8	0
564	9260.0	0.926	185.2	0
565	9260.0	0.926	185.2	0
566	8780.0	0.878	175.6	0
567	8780.0	0.878	175.6	0
568	7810.0	0.781	156.2	0
569	7810.0	0.781	156.2	0
570	6110.0	0.611	122.2	1
571	6110.0	0.611	122.2	1
572	4970.0	0.497	99.4	1
573	4970.0	0.497	99.4	1
574	4890.0	0.489	97.8	1
575	4890.0	0.489	97.8	1
576	5010.0	0.501	100.2	1
577	5010.0	0.501	100.2	1
578	5000.0	0.5	100.0	0
579	5000.0	0.5	100.0	0
580	4510.0	0.451	90.2	0
581	4510.0	0.451	90.2	0
582	3660.0	0.366	73.2	0
583	3660.0	0.366	73.2	0
584	2750.0	0.275	55.0	0
585	2750.0	0.275	55.0	0
586	2080.0	0.208	41.6	0
587	2080.0	0.208	41.6	0
588	1750.0	0.175	35.0	0
