# river=cottonwood scale_factor=30000.0 threshold=2368.708
frame	cfs	norm	scaled	high_variation
481	2650.0	0.0883	17.67	0
482	2720.0	0.0907	18.13	0
483	2380.0	0.0793	15.87	0
484	2410.0	0.0803	16.07	0
485	2130.0	0.071	14.2	0
486	2150.0	0.0717	14.33	0
487	1910.0	0.0637	12.73	0
488	1950.0	0.065	13.0	0
489	1710.0	0.057	11.4	0
490	1720.0	0.0573	11.47	0
491	1540.0	0.0513	10.27	0
492	1550.0	0.0517	10.33	0
493	1400.0	0.0467	9.33	0
494	1410.0	0.047	9.4	0
495	1280.0	0.0427	8.53	0
496	1290.0	0.043	8.6	0
497	1180.0	0.0393	7.87	0
498	1190.0	0.0397	7.93	0
499	1080.0	0.036	7.2	0
500	1090.0	0.0363	7.27	0
501	997.0	0.0332	6.65	0
502	1010.0	0.0337	6.73	0
503	938.0	0.0313	6.25	0
504	954.0	0.0318	6.36	0
505	887.0	0.0296	5.91	0
506	896.0	0.0299	5.97	0
507	842.0	0.0281	5.61	0
508	851.0	0.0284	5.67	0
509	807.0	0.0269	5.38	0
510	820.0	0.0273	5.47	0
511	772.0	0.0257	5.15	0
512	785.0	0.0262	5.23	0
513	747.0	0.0249	4.98	0
514	756.0	0.0252	5.04	0
515	701.0	0.0234	4.67	0
516	714.0	0.0238	4.76	0
517	673.0	0.0224	4.49	0
518	681.0	0.0227	4.54	0
519	638.0	0.0213	4.25	0
520	646.0	0.0215	4.31	0
521	627.0	0.0209	4.18	0
522	631.0	0.021	4.21	0
523	593.0	0.0198	3.95	0
524	604.0	0.0201	4.03	0
525	571.0	0.019	3.81	0
526	574.0	0.0191	3.83	0
527	542.0	0.0181	3.61	0
528	545.0	0.0182	3.63	0
529	517.0	0.0172	3.45	0
530	525.0	0.0175	3.5	0
531	504.0	0.0168	3.36	0
532	507.0	0.0169	3.38	0
533	480.0	0.016	3.2	0
534	484.0	0.0161	3.23	0
535	467.0	0.0156	3.11	0
536	470.0	0.0157	3.13	0
537	447.0	0.0149	2.98	0
538	451.0	0.015	3.01	0
539	478.0	0.0159	3.19	0
540	478.0	0.0159	3.19	0
541	455.0	0.0152	3.03	0
542	482.0	0.0161	3.21	0
543	442.0	0.0147	2.95	0
544	449.0	0.015	2.99	0
545	417.0	0.0139	2.78	0
546	426.0	0.0142	2.84	0
547	398.0	0.0133	2.65	0
548	408.0	0.0136	2.72	0
549	387.0	0.0129	2.58	0
550	402.0	0.0134	2.68	0
551	381.0	0.0127	2.54	0
552	387.0	0.0129	2.58	0
553	369.0	0.0123	2.46	0
554	372.0	0.0124	2.48	0
555	413.0	0.0138	2.75	0
556	397.0	0.0132	2.65	0
557	503.0	0.0168	3.35	0
558	479.0	0.016	3.19	0
559	549.0	0.0183	3.66	0
560	528.0	0.0176	3.52	0
561	1070.0	0.0357	7.13	0
562	1040.0	0.0347	6.93	0
563	727.0	0.0242	4.85	0
564	727.0	0.0242	4.85	0
565	619.0	0.0206	4.13	0
566	662.0	0.0221	4.41	0
567	577.0	0.0192	3.85	0
568	581.0	0.0194	3.87	0
569	534.0	0.0178	3.56	0
570	541.0	0.018	3.61	0
571	499.0	0.0166	3.33	0
572	502.0	0.0167	3.35	0
573	482.0	0.0161	3.21	0
574	482.0	0.0161	3.21	0
575	456.0	0.0152	3.04	0
576	452.0	0.0151	3.01	0
577	614.0	0.0205	4.09	0
578	614.0	0.0205	4.09	0
579	1190.0	0.0397	7.93	0
580	1320.0	0.044	8.8	0
581	882.0	0.0294	5.88	0
582	882.0	0.0294	5.88	0
583	784.0	0.0261	5.23	0
584	788.0	0.0263	5.25	0
585	720.0	0.024	4.8	0
586	725.0	0.0242	4.83	0
587	680.0	0.0227	4.53	0
588	680.0	0.0227	4.53	0
589	747.0	0.0249	4.98	0
590	751.0	0.025	5.01	0
591	684.0	0.0228	4.56	0
592	751.0	0.025	5.01	0
593	629.0	0.021	4.19	0
594	633.0	0.0211	4.22	0
595	583.0	0.0194	3.89	0
596	583.0	0.0194	3.89	0
597	536.0	0.0179	3.57	0
598	539.0	0.018	3.59	0
599	504.0	0.0168	3.36	0
600	515.0	0.0172	3.43	0
601	477.0	0.0159	3.18	0
602	484.0	0.0161	3.23	0
603	460.0	0.0153	3.07	0
604	450.0	0.015	3.0	0
605	471.0	0.0157	3.14	0
606	474.0	0.0158	3.16	0
607	461.0	0.0154	3.07	0
608	474.0	0.0158	3.16	0
609	448.0	0.0149	2.99	0
610	458.0	0.0153	3.05	0
611	428.0	0.0143	2.85	0
612	432.0	0.0144	2.88	0
613	403.0	0.0134	2.69	0
614	407.0	0.0136	2.71	0
615	382.0	0.0127	2.55	0
616	388.0	0.0129	2.59	0
617	370.0	0.0123	2.47	0
618	373.0	0.0124	2.49	0
619	356.0	0.0119	2.37	0
620	341.0	0.0114	2.27	0
621	374.0	0.0125	2.49	0
622	362.0	0.0121	2.41	0
623	336.0	0.0112	2.24	0
624	342.0	0.0114	2.28	0
625	314.0	0.0105	2.09	0
626	317.0	0.0106	2.11	0
627	298.0	0.0099	1.99	0
628	298.0	0.0099	1.99	0
629	280.0	0.0093	1.87	0
630	277.0	0.0092	1.85	0
631	288.0	0.0096	1.92	0
632	288.0	0.0096	1.92	0
633	272.0	0.0091	1.81	0
634	280.0	0.0093	1.87	0
635	267.0	0.0089	1.78	0
636	270.0	0.009	1.8	0
637	257.0	0.0086	1.71	0
638	255.0	0.0085	1.7	0
639	273.0	0.0091	1.82	0
640	263.0	0.0088	1.75	0
641	248.0	0.0083	1.65	0
642	253.0	0.0084	1.69	0
643	243.0	0.0081	1.62	0
644	246.0	0.0082	1.64	0
645	253.0	0.0084	1.69	0
646	244.0	0.0081	1.63	0
647	256.0	0.0085	1.71	0
648	249.0	0.0083	1.66	0
649	227.0	0.0076	1.51	0
650	227.0	0.0076	1.51	0
651	264.0	0.0088	1.76	0
652	261.0	0.0087	1.74	0
653	351.0	0.0117	2.34	0
654	348.0	0.0116	2.32	0
655	368.0	0.0123	2.45	0
656	363.0	0.0121	2.42	0
657	317.0	0.0106	2.11	0
658	317.0	0.0106	2.11	0
659	290.0	0.0097	1.93	0
660	288.0	0.0096	1.92	0
661	245.0	0.0082	1.63	0
662	252.0	0.0084	1.68	0
663	233.0	0.0078	1.55	0
664	245.0	0.0082	1.63	0
665	219.0	0.0073	1.46	0
666	224.0	0.0075	1.49	0
667	213.0	0.0071	1.42	0
668	215.0	0.0072	1.43	0
669	204.0	0.0068	1.36	0
670	206.0	0.0069	1.37	0
671	195.0	0.0065	1.3	0
672	202.0	0.0067	1.35	0
673	189.0	0.0063	1.26	0
674	193.0	0.0064	1.29	0
675	211.0	0.007	1.41	0
676	209.0	0.007	1.39	0
677	220.0	0.0073	1.47	0
678	213.0	0.0071	1.42	0
679	183.0	0.0061	1.22	0
680	173.0	0.0058	1.15	0
681	188.0	0.0063	1.25	0
682	190.0	0.0063	1.27	0
683	171.0	0.0057	1.14	0
684	171.0	0.0057	1.14	0
685	157.0	0.0052	1.05	0
686	159.0	0.0053	1.06	0
687	150.0	0.005	1.0	0
688	152.0	0.0051	1.01	0
689	134.0	0.0045	0.89	0
690	137.0	0.0046	0.91	0
691	127.0	0.0042	0.85	0
692	123.0	0.0041	0.82	0
693	141.0	0.0047	0.94	0
694	123.0	0.0041	0.82	0
695	141.0	0.0047	0.94	0
696	127.0	0.0042	0.85	0
697	151.0	0.005	1.01	0
698	147.0	0.0049	0.98	0
699	136.0	0.0045	0.91	0
700	140.0	0.0047	0.93	0
701	129.0	0.0043	0.86	0
702	133.0	0.0044	0.89	0
703	122.0	0.0041	0.81	0
704	126.0	0.0042	0.84	0
705	112.0	0.0037	0.75	0
706	114.0	0.0038	0.76	0
707	101.0	0.0034	0.67	0
708	97.8	0.0033	0.65	0
709	111.0	0.0037	0.74	0
710	97.8	0.0033	0.65	0
711	111.0	0.0037	0.74	0
712	103.0	0.0034	0.69	0
713	114.0	0.0038	0.76	0
714	107.0	0.0036	0.71	0
715	114.0	0.0038	0.76	0
716	114.0	0.0038	0.76	0
717	104.0	0.0035	0.69	0
718	112.0	0.0037	0.75	0
719	96.3	0.0032	0.64	0
